id,season,round,localTeam,visitorTeam,localGoals,visitorGoals,resultLocal,resultVisitor
17070,1994-95,5,Tenerife,Real Sociedad,3,0,G,P
17071,1994-95,5,Zaragoza,Barcelona,2,1,G,P
17072,1994-95,6,Barcelona,Atletico de Madrid,4,3,G,P
17073,1994-95,6,Albacete,Atletico de Bilbao,1,2,P,G
17074,1994-95,6,Betis,Espanol,3,1,G,P
17075,1994-95,6,Celta de Vigo,Compostela,1,2,P,G
17076,1994-95,6,Deportivo,Zaragoza,3,3,E,E
17077,1994-95,6,Logrones,Sporting de Gijon,1,3,P,G
17078,1994-95,6,Real Sociedad,Sevilla,0,0,E,E
17079,1994-95,6,Real Madrid,Santander,3,1,G,P
17080,1994-95,6,Oviedo,Tenerife,1,2,P,G
17081,1994-95,6,Valladolid,Valencia,2,0,G,P
17082,1994-95,7,Atletico de Madrid,Deportivo,1,1,E,E
17083,1994-95,7,Espanol,Real Madrid,1,2,P,G
17084,1994-95,7,Sevilla,Atletico de Bilbao,0,0,E,E
17085,1994-95,7,Valencia,Barcelona,1,2,P,G
17086,1994-95,7,Compostela,Betis,1,1,E,E
17087,1994-95,7,Sporting de Gijon,Albacete,3,2,G,P
17088,1994-95,7,Santander,Logrones,3,0,G,P
17089,1994-95,7,Real Sociedad,Oviedo,3,1,G,P
17090,1994-95,7,Tenerife,Valladolid,0,0,E,E
17091,1994-95,7,Zaragoza,Celta de Vigo,4,0,G,P
17092,1994-95,8,Celta de Vigo,Atletico de Madrid,1,0,G,P
17093,1994-95,8,Albacete,Santander,2,0,G,P
17094,1994-95,8,Atletico de Bilbao,Sporting de Gijon,2,0,G,P
17095,1994-95,8,Barcelona,Tenerife,1,0,G,P
17096,1994-95,8,Betis,Zaragoza,0,1,P,G
17097,1994-95,8,Deportivo,Valencia,3,1,G,P
17098,1994-95,8,Logrones,Espanol,1,1,E,E
17099,1994-95,8,Real Madrid,Compostela,1,1,E,E
17100,1994-95,8,Oviedo,Sevilla,1,0,G,P
17101,1994-95,8,Valladolid,Real Sociedad,1,1,E,E
17102,1994-95,9,Santander,Atletico de Bilbao,0,2,P,G
17103,1994-95,9,Real Sociedad,Barcelona,1,1,E,E
17104,1994-95,9,Tenerife,Deportivo,1,1,E,E
17105,1994-95,9,Valencia,Celta de Vigo,1,0,G,P
17106,1994-95,9,Zaragoza,Real Madrid,3,2,G,P
17107,1994-95,9,Atletico de Madrid,Betis,0,2,P,G
17108,1994-95,9,Compostela,Logrones,2,0,G,P
17109,1994-95,9,Espanol,Albacete,5,1,G,P
17110,1994-95,9,Oviedo,Valladolid,1,0,G,P
17111,1994-95,9,Sevilla,Sporting de Gijon,5,1,G,P
17112,1994-95,10,Real Madrid,Atletico de Madrid,4,2,G,P
17113,1994-95,10,Albacete,Compostela,1,3,P,G
17114,1994-95,10,Atletico de Bilbao,Espanol,1,3,P,G
17115,1994-95,10,Barcelona,Oviedo,1,0,G,P
17116,1994-95,10,Betis,Valencia,1,1,E,E
17117,1994-95,10,Celta de Vigo,Tenerife,3,2,G,P
17118,1994-95,10,Deportivo,Real Sociedad,3,1,G,P
17119,1994-95,10,Sporting de Gijon,Santander,2,3,P,G
17120,1994-95,10,Logrones,Zaragoza,0,0,E,E
17121,1994-95,10,Valladolid,Sevilla,0,4,P,G
17122,1994-95,11,Compostela,Atletico de Bilbao,0,1,P,G
17123,1994-95,11,Oviedo,Deportivo,2,0,G,P
17124,1994-95,11,Valencia,Real Madrid,1,2,P,G
17125,1994-95,11,Valladolid,Barcelona,1,3,P,G
17126,1994-95,11,Atletico de Madrid,Logrones,3,0,G,P
17127,1994-95,11,Espanol,Sporting de Gijon,1,1,E,E
17128,1994-95,11,Real Sociedad,Celta de Vigo,2,3,P,G
17129,1994-95,11,Sevilla,Santander,1,3,P,G
17130,1994-95,11,Tenerife,Betis,1,4,P,G
17131,1994-95,11,Zaragoza,Albacete,1,0,G,P
17132,1994-95,12,Betis,Real Sociedad,0,0,E,E
17133,1994-95,12,Albacete,Atletico de Madrid,2,2,E,E
17134,1994-95,12,Atletico de Bilbao,Zaragoza,1,0,G,P
17135,1994-95,12,Barcelona,Sevilla,0,1,P,G
17136,1994-95,12,Celta de Vigo,Oviedo,0,0,E,E
17137,1994-95,12,Deportivo,Valladolid,4,0,G,P
17138,1994-95,12,Sporting de Gijon,Compostela,1,1,E,E
17139,1994-95,12,Logrones,Valencia,2,2,E,E
17140,1994-95,12,Santander,Espanol,0,0,E,E
17141,1994-95,12,Real Madrid,Tenerife,4,2,G,P
17142,1994-95,13,Atletico de Madrid,Atletico de Bilbao,2,1,G,P
17143,1994-95,13,Barcelona,Deportivo,1,1,E,E
17144,1994-95,13,Real Sociedad,Real Madrid,1,1,E,E
17145,1994-95,13,Valencia,Albacete,3,3,E,E
17146,1994-95,13,Compostela,Santander,2,1,G,P
17147,1994-95,13,Oviedo,Betis,0,0,E,E
17148,1994-95,13,Sevilla,Espanol,3,0,G,P
17149,1994-95,13,Tenerife,Logrones,4,0,G,P
17150,1994-95,13,Valladolid,Celta de Vigo,1,1,E,E
17151,1994-95,13,Zaragoza,Sporting de Gijon,3,2,G,P
17152,1994-95,14,Atletico de Bilbao,Valencia,2,1,G,P
17153,1994-95,14,Albacete,Tenerife,2,1,G,P
17154,1994-95,14,Betis,Valladolid,1,2,P,G
17155,1994-95,14,Celta de Vigo,Barcelona,2,4,P,G
17156,1994-95,14,Deportivo,Sevilla,5,1,G,P
17157,1994-95,14,Espanol,Compostela,2,0,G,P
17158,1994-95,14,Sporting de Gijon,Atletico de Madrid,0,2,P,G
17159,1994-95,14,Logrones,Real Sociedad,0,4,P,G
17160,1994-95,14,Santander,Zaragoza,0,1,P,G
17161,1994-95,14,Real Madrid,Oviedo,2,0,G,P
17162,1994-95,15,Atletico de Madrid,Santander,0,1,P,G
17163,1994-95,15,Barcelona,Betis,1,1,E,E
17164,1994-95,15,Deportivo,Celta de Vigo,1,2,P,G
17165,1994-95,15,Real Sociedad,Albacete,2,0,G,P
17166,1994-95,15,Oviedo,Logrones,1,0,G,P
17167,1994-95,15,Sevilla,Compostela,3,0,G,P
17168,1994-95,15,Tenerife,Atletico de Bilbao,1,0,G,P
17169,1994-95,15,Valencia,Sporting de Gijon,0,0,E,E
17170,1994-95,15,Zaragoza,Espanol,1,0,G,P
17171,1994-95,15,Valladolid,Real Madrid,0,5,P,G
17172,1994-95,16,Real Madrid,Barcelona,5,0,G,P
17173,1994-95,16,Albacete,Oviedo,1,0,G,P
17174,1994-95,16,Atletico de Bilbao,Real Sociedad,0,0,E,E
17175,1994-95,16,Betis,Deportivo,0,0,E,E
17176,1994-95,16,Celta de Vigo,Sevilla,0,0,E,E
17177,1994-95,16,Compostela,Zaragoza,3,2,G,P
17178,1994-95,16,Espanol,Atletico de Madrid,2,0,G,P
17179,1994-95,16,Sporting de Gijon,Tenerife,1,1,E,E
17180,1994-95,16,Logrones,Valladolid,0,0,E,E
17181,1994-95,16,Santander,Valencia,3,2,G,P
17182,1994-95,17,Deportivo,Real Madrid,0,0,E,E
17183,1994-95,17,Atletico de Madrid,Compostela,1,1,E,E
17184,1994-95,17,Barcelona,Logrones,3,0,G,P
17185,1994-95,17,Celta de Vigo,Betis,0,2,P,G
17186,1994-95,17,Real Sociedad,Sporting de Gijon,2,2,E,E
17187,1994-95,17,Oviedo,Atletico de Bilbao,1,1,E,E
17188,1994-95,17,Sevilla,Zaragoza,2,1,G,P
17189,1994-95,17,Tenerife,Santander,3,0,G,P
17190,1994-95,17,Valencia,Espanol,0,0,E,E
17191,1994-95,17,Valladolid,Albacete,1,1,E,E
17192,1994-95,18,Logrones,Deportivo,0,1,P,G
17193,1994-95,18,Albacete,Barcelona,2,2,E,E
17194,1994-95,18,Atletico de Bilbao,Valladolid,1,1,E,E
17195,1994-95,18,Compostela,Valencia,1,1,E,E
17196,1994-95,18,Espanol,Tenerife,0,0,E,E
17197,1994-95,18,Sporting de Gijon,Oviedo,1,1,E,E
17198,1994-95,18,Santander,Real Sociedad,0,0,E,E
17199,1994-95,18,Real Madrid,Celta de Vigo,4,0,G,P
17200,1994-95,18,Sevilla,Betis,0,1,P,G
17201,1994-95,18,Zaragoza,Atletico de Madrid,3,1,G,P
17202,1994-95,19,Barcelona,Atletico de Bilbao,1,0,G,P
17203,1994-95,19,Atletico de Madrid,Sevilla,2,2,E,E
17204,1994-95,19,Betis,Real Madrid,0,0,E,E
17205,1994-95,19,Celta de Vigo,Logrones,0,1,P,G
17206,1994-95,19,Deportivo,Albacete,2,1,G,P
17207,1994-95,19,Real Sociedad,Espanol,2,0,G,P
17208,1994-95,19,Oviedo,Santander,3,1,G,P
17209,1994-95,19,Tenerife,Compostela,2,0,G,P
17210,1994-95,19,Valencia,Zaragoza,3,0,G,P
17211,1994-95,19,Valladolid,Sporting de Gijon,2,0,G,P
17212,1994-95,20,Deportivo,Atletico de Bilbao,0,0,E,E
17213,1994-95,20,Barcelona,Sporting de Gijon,3,1,G,P
17214,1994-95,20,Betis,Logrones,1,0,G,P
17215,1994-95,20,Celta de Vigo,Albacete,0,0,E,E
17216,1994-95,20,Real Sociedad,Compostela,1,1,E,E
17217,1994-95,20,Real Madrid,Sevilla,2,0,G,P
17218,1994-95,20,Oviedo,Espanol,3,0,G,P
17219,1994-95,20,Tenerife,Zaragoza,2,0,G,P
17220,1994-95,20,Valencia,Atletico de Madrid,0,0,E,E
17221,1994-95,20,Valladolid,Santander,1,1,E,E
17222,1994-95,21,Atletico de Madrid,Tenerife,3,1,G,P
17223,1994-95,21,Santander,Barcelona,5,0,G,P
17224,1994-95,21,Albacete,Betis,3,1,G,P
17225,1994-95,21,Atletico de Bilbao,Celta de Vigo,1,1,E,E
17226,1994-95,21,Compostela,Oviedo,1,1,E,E
17227,1994-95,21,Espanol,Valladolid,3,0,G,P
17228,1994-95,21,Sporting de Gijon,Deportivo,3,1,G,P
17229,1994-95,21,Logrones,Real Madrid,1,4,P,G
17230,1994-95,21,Sevilla,Valencia,1,1,E,E
17231,1994-95,21,Zaragoza,Real Sociedad,1,1,E,E
17232,1994-95,22,Barcelona,Espanol,3,0,G,P
17233,1994-95,22,Betis,Atletico de Bilbao,0,0,E,E
17234,1994-95,22,Celta de Vigo,Sporting de Gijon,2,0,G,P
17235,1994-95,22,Deportivo,Santander,3,0,G,P
17236,1994-95,22,Logrones,Sevilla,0,2,P,G
17237,1994-95,22,Real Sociedad,Atletico de Madrid,3,1,G,P
17238,1994-95,22,Real Madrid,Albacete,0,0,E,E
17239,1994-95,22,Oviedo,Zaragoza,2,1,G,P
17240,1994-95,22,Tenerife,Valencia,1,2,P,G
17241,1994-95,22,Valladolid,Compostela,2,0,G,P
17242,1994-95,23,Compostela,Barcelona,1,2,P,G
17243,1994-95,23,Sporting de Gijon,Betis,1,1,E,E
17244,1994-95,23,Zaragoza,Valladolid,1,0,G,P
17245,1994-95,23,Albacete,Logrones,0,0,E,E
17246,1994-95,23,Atletico de Bilbao,Real Madrid,1,1,E,E
17247,1994-95,23,Atletico de Madrid,Oviedo,3,3,E,E
17248,1994-95,23,Espanol,Deportivo,1,0,G,P
17249,1994-95,23,Santander,Celta de Vigo,2,0,G,P
17250,1994-95,23,Sevilla,Tenerife,1,2,P,G
17251,1994-95,23,Valencia,Real Sociedad,4,2,G,P
17252,1994-95,24,Oviedo,Valencia,1,0,G,P
17253,1994-95,24,Albacete,Sevilla,1,1,E,E
17254,1994-95,24,Barcelona,Zaragoza,3,0,G,P
17255,1994-95,24,Betis,Santander,2,0,G,P
17256,1994-95,24,Celta de Vigo,Espanol,1,2,P,G
17257,1994-95,24,Deportivo,Compostela,1,0,G,P
17258,1994-95,24,Logrones,Atletico de Bilbao,0,1,P,G
17259,1994-95,24,Real Sociedad,Tenerife,5,2,G,P
17260,1994-95,24,Real Madrid,Sporting de Gijon,4,0,G,P
17261,1994-95,24,Valladolid,Atletico de Madrid,0,1,P,G
17262,1994-95,25,Atletico de Madrid,Barcelona,2,0,G,P
17263,1994-95,25,Atletico de Bilbao,Albacete,1,2,P,G
17264,1994-95,25,Compostela,Celta de Vigo,2,0,G,P
17265,1994-95,25,Espanol,Betis,0,0,E,E
17266,1994-95,25,Sporting de Gijon,Logrones,2,2,E,E
17267,1994-95,25,Santander,Real Madrid,3,1,G,P
17268,1994-95,25,Sevilla,Real Sociedad,2,0,G,P
17269,1994-95,25,Tenerife,Oviedo,1,1,E,E
17270,1994-95,25,Valencia,Valladolid,3,0,G,P
17271,1994-95,25,Zaragoza,Deportivo,1,0,G,P
17272,1994-95,26,Atletico de Bilbao,Sevilla,0,2,P,G
17273,1994-95,26,Deportivo,Atletico de Madrid,0,1,P,G
17274,1994-95,26,Albacete,Sporting de Gijon,1,2,P,G
17275,1994-95,26,Barcelona,Valencia,0,0,E,E
17276,1994-95,26,Betis,Compostela,1,0,G,P
17277,1994-95,26,Celta de Vigo,Zaragoza,0,0,E,E
17278,1994-95,26,Logrones,Santander,0,1,P,G
17279,1994-95,26,Real Madrid,Espanol,1,0,G,P
17280,1994-95,26,Oviedo,Real Sociedad,3,0,G,P
17281,1994-95,26,Valladolid,Tenerife,1,4,P,G
17282,1994-95,27,Valencia,Deportivo,1,2,P,G
17283,1994-95,27,Zaragoza,Betis,3,0,G,P
17284,1994-95,27,Atletico de Madrid,Celta de Vigo,0,2,P,G
17285,1994-95,27,Compostela,Real Madrid,1,1,E,E
17286,1994-95,27,Espanol,Logrones,2,0,G,P
17287,1994-95,27,Sporting de Gijon,Atletico de Bilbao,1,1,E,E
17288,1994-95,27,Santander,Albacete,2,1,G,P
17289,1994-95,27,Real Sociedad,Valladolid,3,0,G,P
17290,1994-95,27,Sevilla,Oviedo,1,1,E,E
17291,1994-95,27,Tenerife,Barcelona,2,1,G,P
17292,1994-95,28,Betis,Atletico de Madrid,2,0,G,P
17293,1994-95,28,Albacete,Espanol,1,1,E,E
17294,1994-95,28,Atletico de Bilbao,Santander,2,0,G,P
17295,1994-95,28,Barcelona,Real Sociedad,1,1,E,E
17296,1994-95,28,Celta de Vigo,Valencia,0,0,E,E
17297,1994-95,28,Deportivo,Tenerife,4,1,G,P
17298,1994-95,28,Sporting de Gijon,Sevilla,3,0,G,P
17299,1994-95,28,Logrones,Compostela,0,4,P,G
17300,1994-95,28,Real Madrid,Zaragoza,3,0,G,P
17301,1994-95,28,Valladolid,Oviedo,2,1,G,P
17302,1994-95,29,Atletico de Madrid,Real Madrid,0,2,P,G
17303,1994-95,29,Zaragoza,Logrones,3,0,G,P
17304,1994-95,29,Compostela,Albacete,0,0,E,E
17305,1994-95,29,Espanol,Atletico de Bilbao,3,1,G,P
17306,1994-95,29,Santander,Sporting de Gijon,0,0,E,E
17307,1994-95,29,Real Sociedad,Deportivo,1,3,P,G
17308,1994-95,29,Oviedo,Barcelona,0,0,E,E
17309,1994-95,29,Sevilla,Valladolid,1,0,G,P
17310,1994-95,29,Tenerife,Celta de Vigo,3,0,G,P
17311,1994-95,29,Valencia,Betis,2,1,G,P
17312,1994-95,30,Real Madrid,Valencia,3,1,G,P
17313,1994-95,30,Albacete,Zaragoza,0,3,P,G
17314,1994-95,30,Atletico de Bilbao,Compostela,1,0,G,P
17315,1994-95,30,Barcelona,Valladolid,4,1,G,P
17316,1994-95,30,Betis,Tenerife,3,0,G,P
17317,1994-95,30,Celta de Vigo,Real Sociedad,2,1,G,P
17318,1994-95,30,Deportivo,Oviedo,2,2,E,E
17319,1994-95,30,Sporting de Gijon,Espanol,0,0,E,E
17320,1994-95,30,Logrones,Atletico de Madrid,0,0,E,E
17321,1994-95,30,Santander,Sevilla,0,3,P,G
17322,1994-95,31,Zaragoza,Atletico de Bilbao,1,4,P,G
17323,1994-95,31,Atletico de Madrid,Albacete,4,0,G,P
17324,1994-95,31,Compostela,Sporting de Gijon,3,2,G,P
17325,1994-95,31,Espanol,Santander,2,0,G,P
17326,1994-95,31,Real Sociedad,Betis,1,1,E,E
17327,1994-95,31,Oviedo,Celta de Vigo,2,2,E,E
17328,1994-95,31,Sevilla,Barcelona,4,2,G,P
17329,1994-95,31,Tenerife,Real Madrid,0,1,P,G
17330,1994-95,31,Valencia,Logrones,3,0,G,P
17331,1994-95,31,Valladolid,Deportivo,0,0,E,E
17332,1994-95,32,Deportivo,Barcelona,1,0,G,P
17333,1994-95,32,Sporting de Gijon,Zaragoza,1,3,P,G
17334,1994-95,32,Albacete,Valencia,1,0,G,P
17335,1994-95,32,Atletico de Bilbao,Atletico de Madrid,3,1,G,P
17336,1994-95,32,Betis,Oviedo,0,0,E,E
17337,1994-95,32,Celta de Vigo,Valladolid,1,0,G,P
17338,1994-95,32,Espanol,Sevilla,2,2,E,E
17339,1994-95,32,Logrones,Tenerife,4,2,G,P
17340,1994-95,32,Santander,Compostela,2,2,E,E
17341,1994-95,32,Real Madrid,Real Sociedad,0,0,E,E
17342,1994-95,33,Sevilla,Deportivo,0,0,E,E
17343,1994-95,33,Valencia,Atletico de Bilbao,3,1,G,P
17344,1994-95,33,Atletico de Madrid,Sporting de Gijon,3,2,G,P
17345,1994-95,33,Barcelona,Celta de Vigo,1,1,E,E
17346,1994-95,33,Compostela,Espanol,1,1,E,E
17347,1994-95,33,Real Sociedad,Logrones,6,0,G,P
17348,1994-95,33,Oviedo,Real Madrid,3,2,G,P
17349,1994-95,33,Tenerife,Albacete,2,2,E,E
17350,1994-95,33,Valladolid,Betis,0,2,P,G
17351,1994-95,33,Zaragoza,Santander,1,1,E,E
17352,1994-95,34,Espanol,Zaragoza,2,0,G,P
17353,1994-95,34,Albacete,Real Sociedad,0,1,P,G
17354,1994-95,34,Atletico de Bilbao,Tenerife,3,2,G,P
17355,1994-95,34,Betis,Barcelona,1,1,E,E
17356,1994-95,34,Celta de Vigo,Deportivo,0,2,P,G
17357,1994-95,34,Compostela,Sevilla,0,4,P,G
17358,1994-95,34,Sporting de Gijon,Valencia,1,0,G,P
17359,1994-95,34,Logrones,Oviedo,0,2,P,G
17360,1994-95,34,Santander,Atletico de Madrid,0,0,E,E
17361,1994-95,34,Real Madrid,Valladolid,1,0,G,P
17362,1994-95,35,Barcelona,Real Madrid,1,0,G,P
17363,1994-95,35,Deportivo,Betis,2,0,G,P
17364,1994-95,35,Oviedo,Albacete,1,3,P,G
17365,1994-95,35,Tenerife,Sporting de Gijon,3,0,G,P
17366,1994-95,35,Valencia,Santander,1,1,E,E
17367,1994-95,35,Atletico de Madrid,Espanol,3,1,G,P
17368,1994-95,35,Real Sociedad,Atletico de Bilbao,5,0,G,P
17369,1994-95,35,Sevilla,Celta de Vigo,2,3,P,G
17370,1994-95,35,Valladolid,Logrones,2,1,G,P
17371,1994-95,35,Zaragoza,Compostela,5,3,G,P
17372,1994-95,36,Espanol,Valencia,5,0,G,P
17373,1994-95,36,Real Madrid,Deportivo,2,1,G,P
17374,1994-95,36,Albacete,Valladolid,1,0,G,P
17375,1994-95,36,Atletico de Bilbao,Oviedo,1,0,G,P
17376,1994-95,36,Betis,Celta de Vigo,1,1,E,E
17377,1994-95,36,Compostela,Atletico de Madrid,2,1,G,P
17378,1994-95,36,Sporting de Gijon,Real Sociedad,1,2,P,G
17379,1994-95,36,Logrones,Barcelona,1,4,P,G
17380,1994-95,36,Santander,Tenerife,2,1,G,P
17381,1994-95,36,Zaragoza,Sevilla,0,1,P,G
17382,1994-95,37,Barcelona,Albacete,0,1,P,G
17383,1994-95,37,Celta de Vigo,Real Madrid,0,2,P,G
17384,1994-95,37,Deportivo,Logrones,5,0,G,P
17385,1994-95,37,Valencia,Compostela,4,1,G,P
17386,1994-95,37,Atletico de Madrid,Zaragoza,2,0,G,P
17387,1994-95,37,Betis,Sevilla,2,1,G,P
17388,1994-95,37,Real Sociedad,Santander,0,1,P,G
17389,1994-95,37,Oviedo,Sporting de Gijon,1,0,G,P
17390,1994-95,37,Tenerife,Espanol,1,1,E,E
17391,1994-95,37,Valladolid,Atletico de Bilbao,0,1,P,G
17392,1994-95,38,Sporting de Gijon,Valladolid,1,3,P,G
17393,1994-95,38,Albacete,Deportivo,2,8,P,G
17394,1994-95,38,Atletico de Bilbao,Barcelona,0,2,P,G
17395,1994-95,38,Compostela,Tenerife,2,0,G,P
17396,1994-95,38,Espanol,Real Sociedad,0,0,E,E
17397,1994-95,38,Logrones,Celta de Vigo,0,3,P,G
17398,1994-95,38,Santander,Oviedo,2,0,G,P
17399,1994-95,38,Real Madrid,Betis,0,2,P,G
17400,1994-95,38,Sevilla,Atletico de Madrid,2,2,E,E
17401,1994-95,38,Zaragoza,Valencia,2,2,E,E
17782,1995-96,1,Deportivo,Valencia,3,0,G,P
17783,1995-96,1,Sporting de Gijon,Albacete,3,0,G,P
17784,1995-96,1,Atletico de Bilbao,Santander,4,0,G,P
17785,1995-96,1,Atletico de Madrid,Real Sociedad,4,1,G,P
17786,1995-96,1,Celta de Vigo,Compostela,0,1,P,G
17787,1995-96,1,Espanol,Salamanca,3,1,G,P
17788,1995-96,1,Merida,Betis,1,1,E,E
17789,1995-96,1,Rayo Vallecano,Real Madrid,1,5,P,G
17790,1995-96,1,Sevilla,Tenerife,0,1,P,G
17791,1995-96,1,Valladolid,Barcelona,0,2,P,G
17792,1995-96,1,Zaragoza,Oviedo,1,0,G,P
17793,1995-96,2,Albacete,Sevilla,3,2,G,P
17794,1995-96,2,Barcelona,Merida,2,2,E,E
17795,1995-96,2,Betis,Zaragoza,3,1,G,P
17796,1995-96,2,Real Madrid,Atletico de Bilbao,1,2,P,G
17797,1995-96,2,Compostela,Deportivo,4,0,G,P
17798,1995-96,2,Santander,Atletico de Madrid,0,4,P,G
17799,1995-96,2,Real Sociedad,Sporting de Gijon,2,0,G,P
17800,1995-96,2,Oviedo,Rayo Vallecano,2,0,G,P
17801,1995-96,2,Salamanca,Celta de Vigo,0,1,P,G
17802,1995-96,2,Tenerife,Espanol,1,4,P,G
17803,1995-96,2,Valencia,Valladolid,1,0,G,P
17804,1995-96,3,Atletico de Bilbao,Atletico de Madrid,0,2,P,G
17805,1995-96,3,Valladolid,Compostela,0,0,E,E
17806,1995-96,3,Celta de Vigo,Tenerife,2,2,E,E
17807,1995-96,3,Deportivo,Salamanca,2,0,G,P
17808,1995-96,3,Espanol,Albacete,1,0,G,P
17809,1995-96,3,Sporting de Gijon,Santander,4,2,G,P
17810,1995-96,3,Merida,Valencia,0,2,P,G
17811,1995-96,3,Rayo Vallecano,Betis,1,2,P,G
17812,1995-96,3,Real Madrid,Oviedo,2,3,P,G
17813,1995-96,3,Sevilla,Real Sociedad,2,1,G,P
17814,1995-96,3,Zaragoza,Barcelona,0,3,P,G
17815,1995-96,4,Barcelona,Rayo Vallecano,2,0,G,P
17816,1995-96,4,Betis,Real Madrid,0,0,E,E
17817,1995-96,4,Santander,Sevilla,1,1,E,E
17818,1995-96,4,Albacete,Celta de Vigo,4,0,G,P
17819,1995-96,4,Atletico de Madrid,Sporting de Gijon,2,0,G,P
17820,1995-96,4,Compostela,Merida,1,0,G,P
17821,1995-96,4,Real Sociedad,Espanol,0,1,P,G
17822,1995-96,4,Oviedo,Atletico de Bilbao,0,0,E,E
17823,1995-96,4,Salamanca,Valladolid,0,0,E,E
17824,1995-96,4,Tenerife,Deportivo,1,1,E,E
17825,1995-96,4,Valencia,Zaragoza,0,0,E,E
17826,1995-96,5,Atletico de Bilbao,Sporting de Gijon,2,1,G,P
17827,1995-96,5,Real Madrid,Barcelona,1,1,E,E
17828,1995-96,5,Celta de Vigo,Real Sociedad,1,1,E,E
17829,1995-96,5,Deportivo,Albacete,5,0,G,P
17830,1995-96,5,Espanol,Santander,1,0,G,P
17831,1995-96,5,Merida,Salamanca,0,0,E,E
17832,1995-96,5,Rayo Vallecano,Valencia,3,2,G,P
17833,1995-96,5,Oviedo,Betis,0,1,P,G
17834,1995-96,5,Sevilla,Atletico de Madrid,0,0,E,E
17835,1995-96,5,Valladolid,Tenerife,3,0,G,P
17836,1995-96,5,Zaragoza,Compostela,1,0,G,P
17837,1995-96,6,Albacete,Valladolid,4,2,G,P
17838,1995-96,6,Barcelona,Oviedo,4,1,G,P
17839,1995-96,6,Betis,Atletico de Bilbao,0,0,E,E
17840,1995-96,6,Compostela,Rayo Vallecano,1,0,G,P
17841,1995-96,6,Sporting de Gijon,Sevilla,3,1,G,P
17842,1995-96,6,Santander,Celta de Vigo,2,1,G,P
17843,1995-96,6,Real Sociedad,Deportivo,2,1,G,P
17844,1995-96,6,Salamanca,Zaragoza,0,1,P,G
17845,1995-96,6,Tenerife,Merida,1,0,G,P
17846,1995-96,6,Valencia,Real Madrid,4,3,G,P
17847,1995-96,6,Atletico de Madrid,Espanol,2,1,G,P
17848,1995-96,7,Betis,Barcelona,1,5,P,G
17849,1995-96,7,Atletico de Bilbao,Sevilla,1,1,E,E
17850,1995-96,7,Celta de Vigo,Atletico de Madrid,0,3,P,G
17851,1995-96,7,Deportivo,Santander,2,3,P,G
17852,1995-96,7,Espanol,Sporting de Gijon,0,0,E,E
17853,1995-96,7,Merida,Albacete,1,1,E,E
17854,1995-96,7,Rayo Vallecano,Salamanca,1,4,P,G
17855,1995-96,7,Real Madrid,Compostela,2,1,G,P
17856,1995-96,7,Oviedo,Valencia,0,1,P,G
17857,1995-96,7,Valladolid,Real Sociedad,3,0,G,P
17858,1995-96,7,Zaragoza,Tenerife,0,2,P,G
17859,1995-96,8,Atletico de Madrid,Deportivo,1,0,G,P
17860,1995-96,8,Barcelona,Atletico de Bilbao,4,1,G,P
17861,1995-96,8,Sevilla,Espanol,0,3,P,G
17862,1995-96,8,Valencia,Betis,1,1,E,E
17863,1995-96,8,Albacete,Zaragoza,0,1,P,G
17864,1995-96,8,Compostela,Oviedo,4,1,G,P
17865,1995-96,8,Sporting de Gijon,Celta de Vigo,1,0,G,P
17866,1995-96,8,Santander,Valladolid,0,0,E,E
17867,1995-96,8,Real Sociedad,Merida,1,2,P,G
17868,1995-96,8,Salamanca,Real Madrid,0,2,P,G
17869,1995-96,8,Tenerife,Rayo Vallecano,2,2,E,E
17870,1995-96,9,Valladolid,Atletico de Madrid,0,1,P,G
17871,1995-96,9,Atletico de Bilbao,Espanol,0,0,E,E
17872,1995-96,9,Barcelona,Valencia,1,0,G,P
17873,1995-96,9,Betis,Compostela,5,0,G,P
17874,1995-96,9,Celta de Vigo,Sevilla,4,0,G,P
17875,1995-96,9,Deportivo,Sporting de Gijon,1,0,G,P
17876,1995-96,9,Merida,Santander,3,1,G,P
17877,1995-96,9,Rayo Vallecano,Albacete,2,0,G,P
17878,1995-96,9,Real Madrid,Tenerife,2,0,G,P
17879,1995-96,9,Oviedo,Salamanca,2,2,E,E
17880,1995-96,9,Zaragoza,Real Sociedad,1,2,P,G
17881,1995-96,10,Albacete,Real Madrid,1,1,E,E
17882,1995-96,10,Compostela,Barcelona,2,1,G,P
17883,1995-96,10,Sevilla,Deportivo,0,0,E,E
17884,1995-96,10,Atletico de Madrid,Merida,1,1,E,E
17885,1995-96,10,Espanol,Celta de Vigo,2,2,E,E
17886,1995-96,10,Sporting de Gijon,Valladolid,4,2,G,P
17887,1995-96,10,Santander,Zaragoza,0,0,E,E
17888,1995-96,10,Real Sociedad,Rayo Vallecano,2,1,G,P
17889,1995-96,10,Salamanca,Betis,2,1,G,P
17890,1995-96,10,Tenerife,Oviedo,3,3,E,E
17891,1995-96,10,Valencia,Atletico de Bilbao,3,1,G,P
17892,1995-96,11,Real Madrid,Real Sociedad,3,2,G,P
17893,1995-96,11,Atletico de Bilbao,Celta de Vigo,3,0,G,P
17894,1995-96,11,Barcelona,Salamanca,4,1,G,P
17895,1995-96,11,Betis,Tenerife,3,3,E,E
17896,1995-96,11,Deportivo,Espanol,0,1,P,G
17897,1995-96,11,Merida,Sporting de Gijon,1,0,G,P
