8.0,Sevilla,38.0,15.0,8.0,15.0,38.0,1990-91
9.0,Real Valladolid,38.0,12.0,13.0,13.0,37.0,1990-91
10.0,Logroñés,38.0,13.0,11.0,14.0,37.0,1990-91
11.0,Burgos,38.0,10.0,17.0,11.0,37.0,1990-91
12.0,Athletic Club,38.0,15.0,6.0,17.0,36.0,1990-91
13.0,Real Sociedad,38.0,11.0,14.0,13.0,36.0,1990-91
14.0,Tenerife,38.0,14.0,7.0,17.0,35.0,1990-91
15.0,Mallorca,38.0,9.0,16.0,13.0,34.0,1990-91
16.0,Espanol,38.0,12.0,10.0,16.0,34.0,1990-91
17.0,Zaragoza,38.0,11.0,11.0,16.0,33.0,1990-91
18.0,Cadiz,38.0,7.0,15.0,16.0,29.0,1990-91
19.0,Castellón,38.0,8.0,12.0,18.0,28.0,1990-91
20.0,Real Betis,38.0,6.0,13.0,19.0,25.0,1990-91
1.0,Barcelona,38.0,23.0,9.0,6.0,55.0,1991-92
2.0,Real Madrid,38.0,23.0,8.0,7.0,54.0,1991-92
3.0,Atletico de Madrid,38.0,24.0,5.0,9.0,53.0,1991-92
4.0,Valencia,38.0,20.0,7.0,11.0,47.0,1991-92
5.0,Real Sociedad,38.0,16.0,12.0,10.0,44.0,1991-92
6.0,Zaragoza,38.0,17.0,7.0,14.0,41.0,1991-92
7.0,Albacete,38.0,16.0,8.0,14.0,40.0,1991-92
8.0,Sporting de Gijon,38.0,15.0,8.0,15.0,38.0,1991-92
9.0,Burgos,38.0,12.0,13.0,13.0,37.0,1991-92
10.0,Logroñés,38.0,13.0,10.0,15.0,36.0,1991-92
11.0,Real Oviedo,38.0,14.0,8.0,16.0,36.0,1991-92
12.0,Sevilla,38.0,13.0,8.0,17.0,34.0,1991-92
13.0,Tenerife,38.0,12.0,10.0,16.0,34.0,1991-92
14.0,Athletic Club,38.0,13.0,7.0,18.0,33.0,1991-92
15.0,Osasuna,38.0,10.0,13.0,15.0,33.0,1991-92
16.0,Espanol,38.0,12.0,8.0,18.0,32.0,1991-92
17.0,Deportivo de La Coruña,38.0,8.0,15.0,15.0,31.0,1991-92
18.0,Cadiz,38.0,7.0,14.0,17.0,28.0,1991-92
19.0,Real Valladolid,38.0,7.0,13.0,18.0,27.0,1991-92
20.0,Mallorca,38.0,10.0,7.0,21.0,27.0,1991-92
1.0,Barcelona,38.0,25.0,8.0,5.0,58.0,1992-93
2.0,Real Madrid,38.0,24.0,9.0,5.0,57.0,1992-93
3.0,Deportivo de La Coruña,38.0,22.0,10.0,6.0,54.0,1992-93
4.0,Valencia,38.0,19.0,10.0,9.0,48.0,1992-93
5.0,Tenerife,38.0,15.0,14.0,9.0,44.0,1992-93
6.0,Atletico de Madrid,38.0,16.0,11.0,11.0,43.0,1992-93
7.0,Sevilla,38.0,17.0,9.0,12.0,43.0,1992-93
8.0,Athletic Club,38.0,17.0,6.0,15.0,40.0,1992-93
9.0,Zaragoza,38.0,11.0,13.0,14.0,35.0,1992-93
10.0,Osasuna,38.0,12.0,10.0,16.0,34.0,1992-93
11.0,Celta de Vigo,38.0,9.0,16.0,13.0,34.0,1992-93
12.0,Sporting de Gijon,38.0,11.0,12.0,15.0,34.0,1992-93
13.0,Real Sociedad,38.0,13.0,8.0,17.0,34.0,1992-93
14.0,Rayo Vallecano,38.0,8.0,17.0,13.0,33.0,1992-93
15.0,Logroñés,38.0,11.0,11.0,16.0,33.0,1992-93
16.0,Real Oviedo,38.0,11.0,10.0,17.0,32.0,1992-93
17.0,Albacete,38.0,11.0,9.0,18.0,31.0,1992-93
18.0,Espanol,38.0,9.0,11.0,18.0,29.0,1992-93
19.0,Cadiz,38.0,5.0,12.0,21.0,22.0,1992-93
20.0,Burgos,38.0,4.0,14.0,20.0,22.0,1992-93
1.0,Barcelona,38.0,25.0,6.0,7.0,56.0,1993-94
2.0,Deportivo,38.0,22.0,12.0,4.0,56.0,1993-94
